review_body,is_positive_sentiment
"OK, here's the thing: that Gosling guy? Doesn't say anything in this movie.  I don't buy this guy's brooding stiffness you see what I'm sayin'? There's no human element to his character so you wonder how he has friends or love interests or anything.  He's trying so hard to seem like a tough guy, but he comes off as mild-to moderately autistic, not sociopathic.  Gosling goes for TOO mysterious to the point that it doesn't even make sense. And the director made this movie TOO stylized.  I don't buy this movie's stylized pop violence thing that it's trying to do.  Leave that stuff to Quentin Tarantino.  Trying way too hard.  Real bad movie.",0
"lot of good character actors in supporting roles.  predictable ,yet still entertaining.not familiar with the lead,but he did a good job. Not an insult to say a Pacino-inlfuenced performance worthy of a couple hours of your time.jessica Chastain does a nice job also.you have to like NYC gangster flicks to appreciate .",1
We enjoyed watching this film; finding it informative and entertaining.,1
It's a hoot!,0
"This was such a mashup of the best and worst of murder who-done-it's! Quite campy and chock full of those pat phrases such as &#34;Be careful,&#34; and &#34;Don't go out there,&#34; etc. At times simultaneously laugh-out-loud ridiculous and shocking (most inventive, ingenious and revolting means by which people are dispatched, including setups that made me think of Rube Goldberg,) it must use every Agatha Christie murder mystery trope somewhere. I had a great time .. didn't binge watch, but close.<br /><br />In some cases, there is a real character arc that builds real human empathy in certain roles; I liked that a lot. Just long enough not to get annoying, too; a second season, thankfully, was not in the works!",1
Awesome Movie!,1
I did not grow up watching Superman so the origin story is new to me. I just appreciate Chris Nolan and was looking for a good story. I did not find that here. The narrative is loose and undisciplined. I only watched the first half of the film before I gave up.,0
Very good,1
"A three hour movie is not too long when you are engrossed from start to finish. That is not the case with this movie. It is long and quite frankly pretty boring. It's almost like I have seen bits and pieces of this storyline in other movies. Earth is dying, needs a hero to save it and does it in a totally unbelievable way. Too far fetched for me. This movie is a waste of some talented actors, could have been much better with a believable script.",0
"Binged on Season 1 and 2 and the early episodes of 3 to catch up.  Now watching the show weekly and enjoying watching the story unfold and the characters develop.  It appears to be going in a direction I didn't expect, but we shall see in the weeks and seasons ahead.",1
"I watched this originally to give my toddler a chance to watch something that didn't make me cringe- we all ended up loving it, saying &#34;Wow, I never knew that&#34; and &#34;That's so cool!&#34;. It's a little short attention span encouraging with it's fast & brief clips, but it's far from the worst I've seen.",1
It shows the rise to power of Nero though there are historical inaccuracies with the plot and they do not show the true relationship between Nero and his mother Agrippina. Decent sword and sandals movie though there was no fighting involved so it was lacking in many regards. It does give an interesting plot and story angle to Nero,0
"If you love romantic period movies, then this is the movie for you. Mr. Oak gives Mr. Darcy a run for his money!",1
